#Format: HPO-ID<tab>HPO-Name<tab>Gene-ID<tab>Gene-Name
HP:0000878	11 pairs of ribs	126792	B3GALT6
HP:0002086	Abnormality of the respiratory system	10682	EBP
HP:0002086	Abnormality of the respiratory system	51660	MPC1
HP:0002086	Abnormality of the respiratory system	4594	MUT
HP:0002086	Abnormality of the respiratory system	613	BCR
HP:0002086	Abnormality of the respiratory system	4729	NDUFV2
HP:0002086	Abnormality of the respiratory system	10892	MALT1
HP:0002086	Abnormality of the respiratory system	2778	GNAS
HP:0002086	Abnormality of the respiratory system	2799	GNS
HP:0002086	Abnormality of the respiratory system	6899	TBX1
HP:0002086	Abnormality of the respiratory system	811	CALR
HP:0002086	Abnormality of the respiratory system	283489	CHAMP1
HP:0002086	Abnormality of the respiratory system	56262	LRRC8A
HP:0002086	Abnormality of the respiratory system	9184	BUB3
HP:0002086	Abnormality of the respiratory system	23522	KAT6B
HP:0002086	Abnormality of the respiratory system	5156	PDGFRA
HP:0002086	Abnormality of the respiratory system	9321	TRIP11
HP:0002086	Abnormality of the respiratory system	1130	LYST
HP:0002086	Abnormality of the respiratory system	78987	CRELD1
HP:0002086	Abnormality of the respiratory system	9361	LONP1
HP:0002086	Abnormality of the respiratory system	3257	HPS1
HP:0002086	Abnormality of the respiratory system	7443	VRK1
HP:0002086	Abnormality of the respiratory system	7486	WRN
HP:0002086	Abnormality of the respiratory system	3426	CFI
HP:0002086	Abnormality of the respiratory system	3561	IL2RG
HP:0002086	Abnormality of the respiratory system	1536	CYBB
HP:0002086	Abnormality of the respiratory system	7681	MKRN3
HP:0002086	Abnormality of the respiratory system	9775	EIF4A3
HP:0002086	Abnormality of the respiratory system	1605	DAG1
HP:0002086	Abnormality of the respiratory system	56922	MCCC1
HP:0002086	Abnormality of the respiratory system	79600	TCTN1
HP:0002086	Abnormality of the respiratory system	9997	SCO2
HP:0002086	Abnormality of the respiratory system	3908	LAMA2
HP:0002086	Abnormality of the respiratory system	3949	LDLR
HP:0002086	Abnormality of the respiratory system	1908	EDN3
HP:0002086	Abnormality of the respiratory system	6049	RNF6
HP:0002086	Abnormality of the respiratory system	79813	EHMT1
HP:0002086	Abnormality of the respiratory system	2006	ELN
HP:0008046	Abnormality of the retinal vasculature	5148	PDE6G
HP:0008046	Abnormality of the retinal vasculature	346007	EYS
HP:0008046	Abnormality of the retinal vasculature	6295	SAG
HP:0008046	Abnormality of the retinal vasculature	4023	LPL
HP:0008046	Abnormality of the retinal vasculature	2006	ELN
HP:0008046	Abnormality of the retinal vasculature	64218	SEMA4A
HP:0008046	Abnormality of the retinal vasculature	6899	TBX1
HP:0001547	Abnormality of the rib cage	5130	PCYT1A
HP:0001547	Abnormality of the rib cage	9321	TRIP11
HP:0001547	Abnormality of the rib cage	8318	CDC45
HP:0001547	Abnormality of the rib cage	2799	GNS
HP:0001547	Abnormality of the rib cage	126792	B3GALT6
HP:0001547	Abnormality of the rib cage	10084	PQBP1
HP:0001547	Abnormality of the rib cage	23522	KAT6B
HP:0000772	Abnormality of the ribs	5130	PCYT1A
HP:0000772	Abnormality of the ribs	9321	TRIP11
HP:0000772	Abnormality of the ribs	8318	CDC45
HP:0000772	Abnormality of the ribs	2799	GNS
HP:0000772	Abnormality of the ribs	126792	B3GALT6
HP:0005107	Abnormality of the sacrum	57492	ARID1B
HP:0005107	Abnormality of the sacrum	8516	ITGA8
HP:0005107	Abnormality of the sacrum	2006	ELN
HP:0001965	Abnormality of the scalp	6736	SRY
HP:0001965	Abnormality of the scalp	1123	CHN1
HP:0001965	Abnormality of the scalp	57492	ARID1B
HP:0001965	Abnormality of the scalp	5932	RBBP8
HP:0001965	Abnormality of the scalp	7486	WRN
HP:0001965	Abnormality of the scalp	126792	B3GALT6
HP:0001965	Abnormality of the scalp	10682	EBP
HP:0001965	Abnormality of the scalp	23522	KAT6B
HP:0100037	Abnormality of the scalp hair	6736	SRY
HP:0100037	Abnormality of the scalp hair	1123	CHN1
HP:0100037	Abnormality of the scalp hair	57492	ARID1B
HP:0100037	Abnormality of the scalp hair	5932	RBBP8
HP:0100037	Abnormality of the scalp hair	7486	WRN
HP:0100037	Abnormality of the scalp hair	126792	B3GALT6
HP:0100037	Abnormality of the scalp hair	10682	EBP
HP:0100037	Abnormality of the scalp hair	23522	KAT6B
HP:0000782	Abnormality of the scapula	6443	SGCB
HP:0000782	Abnormality of the scapula	9321	TRIP11
HP:0000045	Abnormality of the scrotum	7681	MKRN3
HP:0000045	Abnormality of the scrotum	1954	MEGF8
HP:0000045	Abnormality of the scrotum	6736	SRY
HP:0000045	Abnormality of the scrotum	23522	KAT6B
HP:0007375	Abnormality of the septum pellucidum	79813	EHMT1
HP:0007375	Abnormality of the septum pellucidum	1605	DAG1
HP:0010827	Abnormality of the seventh cranial nerve	3908	LAMA2
HP:0010827	Abnormality of the seventh cranial nerve	57167	SALL4
HP:0003043	Abnormality of the shoulder	2006	ELN
HP:0001435	Abnormality of the shoulder girdle musculature	6443	SGCB
HP:0001435	Abnormality of the shoulder girdle musculature	57167	SALL4
HP:0000924	Abnormality of the skeletal system	8318	CDC45
HP:0000924	Abnormality of the skeletal system	57492	ARID1B
HP:0000924	Abnormality of the skeletal system	57592	ZNF687
HP:0000924	Abnormality of the skeletal system	8516	ITGA8
HP:0000924	Abnormality of the skeletal system	57697	FANCM
HP:0000924	Abnormality of the skeletal system	4488	MSX2
HP:0000924	Abnormality of the skeletal system	613	BCR
HP:0000924	Abnormality of the skeletal system	4729	NDUFV2
HP:0000924	Abnormality of the skeletal system	811	CALR
HP:0000924	Abnormality of the skeletal system	283489	CHAMP1
HP:0000924	Abnormality of the skeletal system	9150	CTDP1
HP:0000924	Abnormality of the skeletal system	9184	BUB3
HP:0000924	Abnormality of the skeletal system	5119	CHMP1A
HP:0000924	Abnormality of the skeletal system	5130	PCYT1A
HP:0000924	Abnormality of the skeletal system	1123	CHN1
HP:0000924	Abnormality of the skeletal system	9321	TRIP11
HP:0000924	Abnormality of the skeletal system	9361	LONP1
HP:0000924	Abnormality of the skeletal system	9526	MPDU1
HP:0000924	Abnormality of the skeletal system	25939	SAMHD1
HP:0000924	Abnormality of the skeletal system	79188	TMEM43
HP:0000924	Abnormality of the skeletal system	9652	TTC37
HP:0000924	Abnormality of the skeletal system	1536	CYBB
HP:0000924	Abnormality of the skeletal system	54820	NDE1
HP:0000924	Abnormality of the skeletal system	9775	EIF4A3
HP:0000924	Abnormality of the skeletal system	1605	DAG1
HP:0000924	Abnormality of the skeletal system	5723	PSPH
HP:0000924	Abnormality of the skeletal system	124590	USH1G
HP:0000924	Abnormality of the skeletal system	83696	TRAPPC9
HP:0000924	Abnormality of the skeletal system	79600	TCTN1
HP:0000924	Abnormality of the skeletal system	83737	ITCH
HP:0000924	Abnormality of the skeletal system	5932	RBBP8
HP:0000924	Abnormality of the skeletal system	1861	TOR1A
HP:0000924	Abnormality of the skeletal system	10084	PQBP1
HP:0000924	Abnormality of the skeletal system	1908	EDN3
HP:0000924	Abnormality of the skeletal system	1909	EDNRA
HP:0000924	Abnormality of the skeletal system	1917	EEF1A2
HP:0000924	Abnormality of the skeletal system	55180	LINS1
HP:0000924	Abnormality of the skeletal system	6049	RNF6
HP:0000924	Abnormality of the skeletal system	1954	MEGF8
HP:0000924	Abnormality of the skeletal system	79813	EHMT1
HP:0000924	Abnormality of the skeletal system	2006	ELN
HP:0000924	Abnormality of the skeletal system	51199	NIN
HP:0000924	Abnormality of the skeletal system	10300	KATNB1
HP:0000924	Abnormality of the skeletal system	112752	IFT43
HP:0000924	Abnormality of the skeletal system	10370	CITED2
HP:0000924	Abnormality of the skeletal system	2189	FANCG
HP:0000924	Abnormality of the skeletal system	6305	SBF1
HP:0000924	Abnormality of the skeletal system	2254	FGF9
HP:0000924	Abnormality of the skeletal system	10516	FBLN5
HP:0000924	Abnormality of the skeletal system	10518	CIB2
HP:0000924	Abnormality of the skeletal system	6443	SGCB
HP:0000924	Abnormality of the skeletal system	80208	SPG11
HP:0000924	Abnormality of the skeletal system	6496	SIX3
HP:0000924	Abnormality of the skeletal system	10599	SLCO1B1
HP:0000924	Abnormality of the skeletal system	10617	STAMBP
HP:0000924	Abnormality of the skeletal system	80270	HSD3B7
HP:0000924	Abnormality of the skeletal system	6575	SLC20A2
HP:0000924	Abnormality of the skeletal system	10682	EBP
HP:0000924	Abnormality of the skeletal system	51660	MPC1
HP:0000924	Abnormality of the skeletal system	6660	SOX5
HP:0000924	Abnormality of the skeletal system	113179	ADAT3
HP:0000924	Abnormality of the skeletal system	6687	SPG7
HP:0000924	Abnormality of the skeletal system	6736	SRY
HP:0000924	Abnormality of the skeletal system	2683	B4GALT1
HP:0000924	Abnormality of the skeletal system	10892	MALT1
HP:0000924	Abnormality of the skeletal system	2778	GNAS
HP:0000924	Abnormality of the skeletal system	2799	GNS
HP:0000924	Abnormality of the skeletal system	6899	TBX1
HP:0000924	Abnormality of the skeletal system	23394	ADNP
HP:0000924	Abnormality of the skeletal system	7018	TF
HP:0000924	Abnormality of the skeletal system	56262	LRRC8A
HP:0000924	Abnormality of the skeletal system	7128	TNFAIP3
HP:0000924	Abnormality of the skeletal system	23522	KAT6B
HP:0000924	Abnormality of the skeletal system	23534	TNPO3
HP:0000924	Abnormality of the skeletal system	60528	ELAC2
HP:0000924	Abnormality of the skeletal system	7341	SUMO1
HP:0000924	Abnormality of the skeletal system	7443	VRK1
HP:0000924	Abnormality of the skeletal system	7486	WRN
HP:0000924	Abnormality of the skeletal system	3426	CFI
HP:0000924	Abnormality of the skeletal system	100128927	ZBTB42
HP:0000924	Abnormality of the skeletal system	7546	ZIC2
HP:0000924	Abnormality of the skeletal system	3561	IL2RG
HP:0000924	Abnormality of the skeletal system	7681	MKRN3
HP:0000924	Abnormality of the skeletal system	118429	ANTXR2
HP:0000924	Abnormality of the skeletal system	3798	KIF5A
HP:0000924	Abnormality of the skeletal system	3908	LAMA2
HP:0000924	Abnormality of the skeletal system	126792	B3GALT6
HP:0000924	Abnormality of the skeletal system	57167	SALL4
HP:0000924	Abnormality of the skeletal system	3949	LDLR
HP:0000924	Abnormality of the skeletal system	81846	SBF2
HP:0000924	Abnormality of the skeletal system	4091	SMAD6
HP:0000951	Abnormality of the skin	112752	IFT43
HP:0000951	Abnormality of the skin	10370	CITED2
HP:0000951	Abnormality of the skin	2189	FANCG
HP:0000951	Abnormality of the skin	57492	ARID1B
HP:0000951	Abnormality of the skin	6295	SAG
HP:0000951	Abnormality of the skin	4261	CIITA
HP:0000951	Abnormality of the skin	2254	FGF9
HP:0000951	Abnormality of the skin	57609	DIP2B
HP:0000951	Abnormality of the skin	4361	MRE11
HP:0000951	Abnormality of the skin	10516	FBLN5
HP:0000951	Abnormality of the skin	22852	ANKRD26
HP:0000951	Abnormality of the skin	57697	FANCM
HP:0000951	Abnormality of the skin	10599	SLCO1B1
HP:0000951	Abnormality of the skin	53630	BCO1
HP:0000951	Abnormality of the skin	4488	MSX2
HP:0000951	Abnormality of the skin	80270	HSD3B7
HP:0000951	Abnormality of the skin	6575	SLC20A2
HP:0000951	Abnormality of the skin	10682	EBP
HP:0000951	Abnormality of the skin	4607	MYBPC3
HP:0000951	Abnormality of the skin	2566	GABRG2
HP:0000951	Abnormality of the skin	4645	MYO5B
HP:0000951	Abnormality of the skin	6768	ST14
HP:0000951	Abnormality of the skin	2778	GNAS
HP:0000951	Abnormality of the skin	64218	SEMA4A
HP:0000951	Abnormality of the skin	6899	TBX1
HP:0000951	Abnormality of the skin	811	CALR
HP:0000951	Abnormality of the skin	2934	GSN
HP:0000951	Abnormality of the skin	56246	MRAP
HP:0000951	Abnormality of the skin	56262	LRRC8A
HP:0000951	Abnormality of the skin	7128	TNFAIP3
HP:0000951	Abnormality of the skin	9184	BUB3
HP:0000951	Abnormality of the skin	23522	KAT6B
HP:0000951	Abnormality of the skin	23534	TNPO3
HP:0000951	Abnormality of the skin	5148	PDE6G
HP:0000951	Abnormality of the skin	5156	PDGFRA
HP:0000951	Abnormality of the skin	1123	CHN1
HP:0000951	Abnormality of the skin	1130	LYST
HP:0000951	Abnormality of the skin	3257	HPS1
HP:0000951	Abnormality of the skin	9526	MPDU1
HP:0000951	Abnormality of the skin	25913	POT1
HP:0000951	Abnormality of the skin	7486	WRN
HP:0000951	Abnormality of the skin	25939	SAMHD1
HP:0000951	Abnormality of the skin	3426	CFI
HP:0000951	Abnormality of the skin	5506	PPP1R3A
HP:0000951	Abnormality of the skin	9652	TTC37
HP:0000951	Abnormality of the skin	3561	IL2RG
HP:0000951	Abnormality of the skin	1536	CYBB
HP:0000951	Abnormality of the skin	7681	MKRN3
HP:0000951	Abnormality of the skin	118429	ANTXR2
HP:0000951	Abnormality of the skin	7957	EPM2A
HP:0000951	Abnormality of the skin	5932	RBBP8
HP:0000951	Abnormality of the skin	126792	B3GALT6
HP:0000951	Abnormality of the skin	57167	SALL4
HP:0000951	Abnormality of the skin	79719	AAGAB
HP:0000951	Abnormality of the skin	3949	LDLR
HP:0000951	Abnormality of the skin	1908	EDN3
HP:0000951	Abnormality of the skin	1909	EDNRA
HP:0000951	Abnormality of the skin	346007	EYS
HP:0000951	Abnormality of the skin	6049	RNF6
HP:0000951	Abnormality of the skin	1954	MEGF8
HP:0000951	Abnormality of the skin	4023	LPL
HP:0000951	Abnormality of the skin	79813	EHMT1
HP:0000951	Abnormality of the skin	2006	ELN
HP:0040211	Abnormality of the skin of the palm	126792	B3GALT6
HP:0040211	Abnormality of the skin of the palm	57492	ARID1B
HP:0040211	Abnormality of the skin of the palm	79813	EHMT1
HP:0040211	Abnormality of the skin of the palm	2254	FGF9
HP:0040211	Abnormality of the skin of the palm	23522	KAT6B
HP:0000929	Abnormality of the skull	10300	KATNB1
HP:0000929	Abnormality of the skull	112752	IFT43
HP:0000929	Abnormality of the skull	8318	CDC45
HP:0000929	Abnormality of the skull	10370	CITED2
HP:0000929	Abnormality of the skull	2189	FANCG
HP:0000929	Abnormality of the skull	57492	ARID1B
HP:0000929	Abnormality of the skull	6305	SBF1
HP:0000929	Abnormality of the skull	10516	FBLN5
HP:0000929	Abnormality of the skull	8516	ITGA8
HP:0000929	Abnormality of the skull	6496	SIX3
HP:0000929	Abnormality of the skull	57697	FANCM
HP:0000929	Abnormality of the skull	10617	STAMBP
HP:0000929	Abnormality of the skull	4488	MSX2
HP:0000929	Abnormality of the skull	6575	SLC20A2
HP:0000929	Abnormality of the skull	10682	EBP
HP:0000929	Abnormality of the skull	51660	MPC1
HP:0000929	Abnormality of the skull	6660	SOX5
HP:0000929	Abnormality of the skull	113179	ADAT3
HP:0000929	Abnormality of the skull	6736	SRY
HP:0000929	Abnormality of the skull	613	BCR
HP:0000929	Abnormality of the skull	4729	NDUFV2
HP:0000929	Abnormality of the skull	2683	B4GALT1
HP:0000929	Abnormality of the skull	2778	GNAS
HP:0000929	Abnormality of the skull	2799	GNS
HP:0000929	Abnormality of the skull	6899	TBX1
HP:0000929	Abnormality of the skull	283489	CHAMP1
HP:0000929	Abnormality of the skull	9150	CTDP1
HP:0000929	Abnormality of the skull	56262	LRRC8A
HP:0000929	Abnormality of the skull	9184	BUB3
HP:0000929	Abnormality of the skull	23522	KAT6B
HP:0000929	Abnormality of the skull	5119	CHMP1A
HP:0000929	Abnormality of the skull	5130	PCYT1A
HP:0000929	Abnormality of the skull	1123	CHN1
HP:0000929	Abnormality of the skull	9321	TRIP11
HP:0000929	Abnormality of the skull	60528	ELAC2
HP:0000929	Abnormality of the skull	9361	LONP1
HP:0000929	Abnormality of the skull	7341	SUMO1
HP:0000929	Abnormality of the skull	9526	MPDU1
HP:0000929	Abnormality of the skull	25939	SAMHD1
HP:0000929	Abnormality of the skull	3426	CFI
HP:0000929	Abnormality of the skull	100128927	ZBTB42
HP:0000929	Abnormality of the skull	7546	ZIC2
HP:0000929	Abnormality of the skull	9652	TTC37
HP:0000929	Abnormality of the skull	3561	IL2RG
HP:0000929	Abnormality of the skull	1536	CYBB
HP:0000929	Abnormality of the skull	7681	MKRN3
HP:0000929	Abnormality of the skull	54820	NDE1
HP:0000929	Abnormality of the skull	9775	EIF4A3
HP:0000929	Abnormality of the skull	1605	DAG1
HP:0000929	Abnormality of the skull	5723	PSPH
HP:0000929	Abnormality of the skull	118429	ANTXR2
HP:0000929	Abnormality of the skull	3798	KIF5A
HP:0000929	Abnormality of the skull	83696	TRAPPC9
HP:0000929	Abnormality of the skull	79600	TCTN1
HP:0000929	Abnormality of the skull	83737	ITCH
HP:0000929	Abnormality of the skull	5932	RBBP8
HP:0000929	Abnormality of the skull	3908	LAMA2
HP:0000929	Abnormality of the skull	126792	B3GALT6
HP:0000929	Abnormality of the skull	10084	PQBP1
HP:0000929	Abnormality of the skull	1909	EDNRA
HP:0000929	Abnormality of the skull	1917	EEF1A2
HP:0000929	Abnormality of the skull	55180	LINS1
HP:0000929	Abnormality of the skull	1954	MEGF8
HP:0000929	Abnormality of the skull	79813	EHMT1
HP:0000929	Abnormality of the skull	2006	ELN
HP:0000929	Abnormality of the skull	51199	NIN
HP:0002693	Abnormality of the skull base	1605	DAG1
HP:0002693	Abnormality of the skull base	2683	B4GALT1
HP:0002693	Abnormality of the skull base	57492	ARID1B
HP:0002693	Abnormality of the skull base	10682	EBP
HP:0002693	Abnormality of the skull base	9184	BUB3
HP:0002244	Abnormality of the small intestine	4645	MYO5B
HP:0002244	Abnormality of the small intestine	57697	FANCM
HP:0002244	Abnormality of the small intestine	8318	CDC45
HP:0002244	Abnormality of the small intestine	2189	FANCG
HP:0002244	Abnormality of the small intestine	80270	HSD3B7
HP:0002244	Abnormality of the small intestine	57492	ARID1B
HP:0002244	Abnormality of the small intestine	118429	ANTXR2
HP:0002244	Abnormality of the small intestine	4261	CIITA
HP:0002244	Abnormality of the small intestine	9652	TTC37
HP:0002244	Abnormality of the small intestine	51128	SAR1B
HP:0002244	Abnormality of the small intestine	2006	ELN
HP:0002244	Abnormality of the small intestine	9184	BUB3
HP:0002244	Abnormality of the small intestine	23534	TNPO3
HP:0100736	Abnormality of the soft palate	9775	EIF4A3
HP:0100736	Abnormality of the soft palate	1605	DAG1
HP:0100736	Abnormality of the soft palate	6496	SIX3
HP:0100736	Abnormality of the soft palate	57697	FANCM
HP:0100736	Abnormality of the soft palate	8318	CDC45
HP:0100736	Abnormality of the soft palate	4488	MSX2
HP:0100736	Abnormality of the soft palate	2189	FANCG
HP:0100736	Abnormality of the soft palate	9652	TTC37
HP:0100736	Abnormality of the soft palate	23522	KAT6B
HP:0100736	Abnormality of the soft palate	6899	TBX1
HP:0002143	Abnormality of the spinal cord	1123	CHN1
HP:0002143	Abnormality of the spinal cord	2189	FANCG
HP:0002143	Abnormality of the spinal cord	57492	ARID1B
HP:0002143	Abnormality of the spinal cord	2778	GNAS
HP:0002143	Abnormality of the spinal cord	6899	TBX1
HP:0002143	Abnormality of the spinal cord	126792	B3GALT6
HP:0002143	Abnormality of the spinal cord	57167	SALL4
HP:0002143	Abnormality of the spinal cord	57697	FANCM
HP:0002143	Abnormality of the spinal cord	2006	ELN
HP:0010303	Abnormality of the spinal meninges	2006	ELN
HP:0001743	Abnormality of the spleen	1536	CYBB
HP:0001743	Abnormality of the spleen	5156	PDGFRA
HP:0001743	Abnormality of the spleen	613	BCR
HP:0001743	Abnormality of the spleen	1130	LYST
HP:0001743	Abnormality of the spleen	2799	GNS
HP:0001743	Abnormality of the spleen	6899	TBX1
HP:0001743	Abnormality of the spleen	83737	ITCH
HP:0001743	Abnormality of the spleen	811	CALR
HP:0001743	Abnormality of the spleen	80270	HSD3B7
HP:0001743	Abnormality of the spleen	1954	MEGF8
HP:0001743	Abnormality of the spleen	4023	LPL
HP:0001743	Abnormality of the spleen	23522	KAT6B
HP:0001743	Abnormality of the spleen	3561	IL2RG
HP:0001743	Abnormality of the spleen	4594	MUT
HP:0000766	Abnormality of the sternum	6660	SOX5
HP:0000766	Abnormality of the sternum	6736	SRY
HP:0000766	Abnormality of the sternum	112752	IFT43
HP:0000766	Abnormality of the sternum	57492	ARID1B
HP:0000766	Abnormality of the sternum	10516	FBLN5
HP:0000766	Abnormality of the sternum	126792	B3GALT6
HP:0000766	Abnormality of the sternum	10084	PQBP1
HP:0000766	Abnormality of the sternum	1954	MEGF8
HP:0000766	Abnormality of the sternum	2006	ELN
HP:0000766	Abnormality of the sternum	23522	KAT6B
HP:0002577	Abnormality of the stomach	1536	CYBB
HP:0002577	Abnormality of the stomach	6660	SOX5
HP:0002577	Abnormality of the stomach	5156	PDGFRA
HP:0002577	Abnormality of the stomach	613	BCR
HP:0002577	Abnormality of the stomach	57492	ARID1B
HP:0002577	Abnormality of the stomach	6899	TBX1
HP:0002577	Abnormality of the stomach	25913	POT1
HP:0002577	Abnormality of the stomach	3908	LAMA2
HP:0002577	Abnormality of the stomach	283489	CHAMP1
HP:0002577	Abnormality of the stomach	10599	SLCO1B1
HP:0002577	Abnormality of the stomach	6531	SLC6A3
HP:0002577	Abnormality of the stomach	79813	EHMT1
HP:0002577	Abnormality of the stomach	2006	ELN
HP:0002577	Abnormality of the stomach	9184	BUB3
HP:0002577	Abnormality of the stomach	23522	KAT6B
HP:0002577	Abnormality of the stomach	5119	CHMP1A
HP:0012703	Abnormality of the subarachnoid space	2006	ELN
HP:0100538	Abnormality of the supraorbital ridges	10370	CITED2
HP:0100538	Abnormality of the supraorbital ridges	9652	TTC37
HP:0100538	Abnormality of the supraorbital ridges	83696	TRAPPC9
HP:0005262	Abnormality of the synovia	9775	EIF4A3
HP:0005262	Abnormality of the synovia	2189	FANCG
HP:0005262	Abnormality of the synovia	9361	LONP1
HP:0005262	Abnormality of the synovia	126792	B3GALT6
HP:0005262	Abnormality of the synovia	57697	FANCM
HP:0005262	Abnormality of the synovia	23522	KAT6B
HP:0008365	Abnormality of the talus	57492	ARID1B
HP:0008365	Abnormality of the talus	7486	WRN
HP:0001850	Abnormality of the tarsal bones	57492	ARID1B
HP:0001850	Abnormality of the tarsal bones	10682	EBP
HP:0001850	Abnormality of the tarsal bones	7486	WRN
HP:0010754	Abnormality of the temporomandibular joint	3908	LAMA2
HP:0000035	Abnormality of the testis	5148	PDE6G
HP:0000035	Abnormality of the testis	8287	USP9Y
HP:0000035	Abnormality of the testis	8318	CDC45
HP:0000035	Abnormality of the testis	10370	CITED2
HP:0000035	Abnormality of the testis	2189	FANCG
HP:0000035	Abnormality of the testis	9361	LONP1
HP:0000035	Abnormality of the testis	57492	ARID1B
HP:0000035	Abnormality of the testis	6295	SAG
HP:0000035	Abnormality of the testis	7486	WRN
HP:0000035	Abnormality of the testis	57697	FANCM
HP:0000035	Abnormality of the testis	10682	EBP
HP:0000035	Abnormality of the testis	7681	MKRN3
HP:0000035	Abnormality of the testis	1605	DAG1
HP:0000035	Abnormality of the testis	6736	SRY
HP:0000035	Abnormality of the testis	2778	GNAS
HP:0000035	Abnormality of the testis	64218	SEMA4A
HP:0000035	Abnormality of the testis	6899	TBX1
HP:0000035	Abnormality of the testis	126792	B3GALT6
HP:0000035	Abnormality of the testis	10084	PQBP1
HP:0000035	Abnormality of the testis	346007	EYS
HP:0000035	Abnormality of the testis	1954	MEGF8
HP:0000035	Abnormality of the testis	9150	CTDP1
HP:0000035	Abnormality of the testis	79813	EHMT1
HP:0000035	Abnormality of the testis	2006	ELN
HP:0000035	Abnormality of the testis	23522	KAT6B
HP:0045058	Abnormality of the testis size	7486	WRN
HP:0045058	Abnormality of the testis size	6736	SRY
HP:0045058	Abnormality of the testis size	8287	USP9Y
HP:0045058	Abnormality of the testis size	57697	FANCM
HP:0045058	Abnormality of the testis size	10084	PQBP1
HP:0045058	Abnormality of the testis size	2189	FANCG
HP:0045058	Abnormality of the testis size	9150	CTDP1
HP:0045058	Abnormality of the testis size	2778	GNAS
HP:0001227	Abnormality of the thenar eminence	57167	SALL4
HP:0045027	Abnormality of the thoracic cavity	1536	CYBB
HP:0045027	Abnormality of the thoracic cavity	10892	MALT1
HP:0100711	Abnormality of the thoracic spine	6660	SOX5
HP:0100711	Abnormality of the thoracic spine	5932	RBBP8
HP:0000765	Abnormality of the thorax	5130	PCYT1A
HP:0000765	Abnormality of the thorax	9321	TRIP11
HP:0000765	Abnormality of the thorax	112752	IFT43
HP:0000765	Abnormality of the thorax	8318	CDC45
HP:0000765	Abnormality of the thorax	57492	ARID1B
HP:0000765	Abnormality of the thorax	10516	FBLN5
HP:0000765	Abnormality of the thorax	6443	SGCB
HP:0000765	Abnormality of the thorax	7486	WRN
HP:0000765	Abnormality of the thorax	79188	TMEM43
HP:0000765	Abnormality of the thorax	4488	MSX2
HP:0000765	Abnormality of the thorax	10682	EBP
HP:0000765	Abnormality of the thorax	6660	SOX5
HP:0000765	Abnormality of the thorax	6736	SRY
HP:0000765	Abnormality of the thorax	2778	GNAS
HP:0000765	Abnormality of the thorax	2799	GNS
HP:0000765	Abnormality of the thorax	6899	TBX1
HP:0000765	Abnormality of the thorax	811	CALR
HP:0000765	Abnormality of the thorax	5932	RBBP8
HP:0000765	Abnormality of the thorax	3908	LAMA2
HP:0000765	Abnormality of the thorax	126792	B3GALT6
HP:0000765	Abnormality of the thorax	57167	SALL4
HP:0000765	Abnormality of the thorax	10084	PQBP1
HP:0000765	Abnormality of the thorax	6049	RNF6
HP:0000765	Abnormality of the thorax	1954	MEGF8
HP:0000765	Abnormality of the thorax	2006	ELN
HP:0000765	Abnormality of the thorax	23522	KAT6B
HP:0001172	Abnormality of the thumb	9775	EIF4A3
HP:0001172	Abnormality of the thumb	1123	CHN1
HP:0001172	Abnormality of the thumb	2189	FANCG
HP:0001172	Abnormality of the thumb	9361	LONP1
HP:0001172	Abnormality of the thumb	2254	FGF9
HP:0001172	Abnormality of the thumb	2778	GNAS
HP:0001172	Abnormality of the thumb	57167	SALL4
HP:0001172	Abnormality of the thumb	57697	FANCM
HP:0001172	Abnormality of the thumb	1908	EDN3
HP:0001172	Abnormality of the thumb	4488	MSX2
HP:0001172	Abnormality of the thumb	1954	MEGF8
HP:0001172	Abnormality of the thumb	2006	ELN
HP:0000777	Abnormality of the thymus	118429	ANTXR2
HP:0000777	Abnormality of the thymus	3561	IL2RG
HP:0000777	Abnormality of the thymus	6899	TBX1
HP:0000820	Abnormality of the thyroid gland	6736	SRY
HP:0000820	Abnormality of the thyroid gland	10892	MALT1
HP:0000820	Abnormality of the thyroid gland	3242	HPD
HP:0000820	Abnormality of the thyroid gland	2778	GNAS
HP:0000820	Abnormality of the thyroid gland	83696	TRAPPC9
HP:0000820	Abnormality of the thyroid gland	6899	TBX1
HP:0000820	Abnormality of the thyroid gland	10516	FBLN5
HP:0000820	Abnormality of the thyroid gland	7486	WRN
HP:0000820	Abnormality of the thyroid gland	7018	TF
HP:0000820	Abnormality of the thyroid gland	1908	EDN3
HP:0000820	Abnormality of the thyroid gland	2006	ELN
HP:0000820	Abnormality of the thyroid gland	9184	BUB3
HP:0000820	Abnormality of the thyroid gland	23522	KAT6B
HP:0000820	Abnormality of the thyroid gland	3561	IL2RG
HP:0000820	Abnormality of the thyroid gland	23534	TNPO3
HP:0000820	Abnormality of the thyroid gland	51199	NIN
HP:0000157	Abnormality of the tongue	6660	SOX5
HP:0000157	Abnormality of the tongue	613	BCR
HP:0000157	Abnormality of the tongue	5932	RBBP8
HP:0000157	Abnormality of the tongue	3908	LAMA2
HP:0000157	Abnormality of the tongue	10084	PQBP1
HP:0000157	Abnormality of the tongue	1909	EDNRA
HP:0000157	Abnormality of the tongue	79813	EHMT1
HP:0000157	Abnormality of the tongue	2006	ELN
HP:0000157	Abnormality of the tongue	23522	KAT6B
HP:0100765	Abnormality of the tonsils	6899	TBX1
HP:0002778	Abnormality of the trachea	1536	CYBB
