transcript	gene	chr	n_exons	cds_start	cds_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	exp_syn	exp_mis	exp_lof	syn_z	mis_z	lof_z	pLI	pRec	pNull
ENST00000217260.4	RSPO4	20	5	940999	982807	705	4.12241811299e-06	9.67163630364e-06	6.71413396351e-07	46	102	6	37.5390317017	86.5175444286	8.08578447494	-0.856107122148195	-0.814149787725705	0.726604401313529	0.000413043495572724	0.640387847314936	0.359199109189491
ENST00000262650.6	ITCH	20	24	32981617	33095599	2712	8.67040978873e-06	2.41156224381e-05	3.03192912556e-06	123	158	2	97.4297693656	263.138730728	40.9218882668	-1.60597307398529	3.1702002790455	6.02706379557093	0.999990177147491	9.82285250327178e-06	5.56601641622752e-15
ENST00000262878.4	SAMHD1	20	16	35521334	35580046	1881	7.53352995611e-06	1.95527465519e-05	2.38764613429e-06	73	157	14	90.7761710533	224.444778472	33.3136361534	1.15664936176786	2.20196352567422	3.31468807020109	1.50497735378024e-05	0.999637778144474	0.000347172081988005
ENST00000244043.4	PTGIS	20	10	48124456	48184653	1503	8.47671812592e-06	1.88049674469e-05	1.25687819775e-06	82	211	10	89.6195488864	193.862009833	17.1847344008	0.498973416045863	-0.60204676629643	1.71683686726197	2.42325399858621e-05	0.91559389773133	0.0843818697286842
ENST00000340309.3	UBE2V1	20	4	48699304	48732112	513	1.8168773505e-06	4.68015470713e-06	5.31774441862e-07	27	33	5	21.4440382937	53.1838870192	7.4707935609	-0.743798496213068	1.35372755357523	0.895452990131302	0.0019545255342164	0.73314226399092	0.264903210474864
ENST00000396029.3	ADNP	20	3	49507941	49520533	3309	1.14560225066e-05	2.84562600511e-05	2.00788239113e-06	194	285	1	130.707588754	322.524286444	23.9037207585	-3.43202625636067	1.02199278469401	4.64048129705908	0.9989040999292	0.00109589739428926	2.67651096393963e-09
ENST00000217086.4	SALL4	20	4	50400803	50418947	3162	1.91140686002e-05	3.70606547342e-05	1.74854987166e-06	221	349	0	216.226591147	418.639001607	21.3007360052	-0.201243929458233	1.66475032025562	4.57179805515423	0.999442034343346	0.000557963103696446	2.55295790033754e-09
ENST00000395863.3	BMP7	20	7	55746014	55841178	1296	9.6709526744e-06	2.01303577531e-05	9.54741542598e-07	66	114	0	91.5560786744	190.360326717	11.8614352371	1.65577032196937	2.70704772194502	3.41160231987225	0.98128676800379	0.018699627940667	1.36040555429486e-05
ENST00000371100.4	GNAS	20	13	57428320	57485884	3114	2.28470193371e-05	4.5304722902e-05	2.12577705869e-06	167	242	1	212.999971087	424.708384642	26.2270282624	1.95396816979501	4.33640218837816	4.87956685372325	0.9995400816303	0.000459918047113187	3.22586941834638e-10
ENST00000337938.2	EDN3	20	5	57875867	57899514	717	4.14581149715e-06	8.42831295669e-06	5.25077387449e-07	42	99	3	47.7293470801	95.6447629819	7.84504395758	0.5141170957699	-0.1678067733474	1.7135221361936	0.0723949084714923	0.872338251693349	0.055266839835159
ENST00000217182.3	EEF1A2	20	7	62119650	62129116	1392	1.28527593615e-05	2.2648754258e-05	8.04268612353e-07	103	29	0	120.523230823	211.373989281	10.077745175	0.989526719339557	6.13555082749992	3.14464397364548	0.96413145424868	0.0358006704304085	6.78753209114381e-05
ENST00000334352.4	USP16	21	17	30400234	30426508	2472	7.738400883e-06	1.99071131427e-05	1.84097800957e-06	86	254	9	92.4911053627	226.548264285	27.23243683	0.418425785603912	-0.892083129843919	3.46091665673039	0.00586486313268796	0.993942738108204	0.00019239875910845
ENST00000399784.2	MRAP	21	3	33671282	33684307	519	3.08629357396e-06	5.49311373389e-06	5.47047873046e-07	37	71	4	35.4959080069	62.2741892338	7.25143426228	-0.156507130710867	-0.540839303765258	1.19605917580359	0.0106384158711261	0.832650160868931	0.156711423259943
ENST00000290219.6	IFNGR2	21	7	34775849	34809269	1014	5.77057760995e-06	1.06791342615e-05	8.91819067488e-07	47	82	1	53.881455	105.518092	11.04800426	0.58117961529014	1.11983797396204	2.99452248675058	0.881281108961234	0.118430869750543	0.000288021288222903
ENST00000381318.3	ITSN1	21	39	35091133	35260604	5166	2.16234820556e-05	5.04074494852e-05	5.6678075598e-06	243	401	7	254.404746697	568.938605279	78.7986767696	0.443272461579171	3.44377116086093	8.01210543238206	0.999999973635691	2.63643088082222e-08	1.03024379268079e-24
ENST00000290310.3	KCNE2	21	1	35742777	35743149	372	1.45641759135e-06	3.66189452986e-06	2.41011417751e-07	25	45	4	16.92062	41.9091299	3.14980578	-1.2176413054617	-0.233530080862355	-0.474532534051816	0.0010184057784747	0.369588226723981	0.629393367497544
ENST00000333229.2	BRWD1	21	42	40558951	40685417	6963	2.273905074e-05	6.0626785648e-05	6.05954989468e-06	302	577	9	253.610061604	665.034647446	79.5551964838	-1.88373975205021	1.66973602190047	7.83581963479353	0.999999462325348	5.37674651724079e-07	6.52902891382071e-23
ENST00000354250.2	NDUFV3	21	4	44313443	44329131	1422	7.32116741584e-06	1.44595211115e-05	1.2046587608e-06	73	172	13	78.723695	155.2552156	13.08660799	0.399920416438359	-0.657314613215889	0.0237155995409919	4.32515643200341e-09	0.106542176103264	0.893457819571579
ENST00000349048.4	PFKL	21	22	45719988	45746745	2343	1.81997894218e-05	3.57547253179e-05	1.97337966872e-06	177	281	19	177.804187821	349.131645847	27.7271041754	0.0373888876693241	1.78348897475878	1.64175202335673	3.68287250532775e-10	0.753100795274505	0.246899204357208
ENST00000270172.3	DNMT3L	21	11	45666279	45681142	1164	7.33069513197e-06	1.41161321796e-05	1.33713830976e-06	71	158	12	82.0520684845	153.825168612	18.3965260764	0.756394544567771	-0.164641120458098	1.47729071838755	1.25678875267047e-06	0.81681097764307	0.183187765568177
ENST00000397728.3	LSS	21	22	47611017	47648659	2199	1.46863466188e-05	3.00314981651e-05	2.72497428121e-06	142	262	12	151.378654262	300.856439604	34.3716616774	0.472563013182175	1.09571952027623	3.77996414092096	0.000604838176127229	0.999353008248717	4.21535751560353e-05
ENST00000291670.5	FTCD	21	14	47556900	47575437	1626	1.27238486212e-05	2.46704074011e-05	1.42004774529e-06	128	225	13	100.227739967	192.569247841	15.9740442621	-1.71975836735143	-1.14309071567776	0.737105515060087	4.30129998812761e-08	0.359852363009066	0.640147593977935
ENST00000332710.4	TBX1	22	8	19747166	19754390	1488	2.00789995038e-05	3.02188883659e-05	1.08477113754e-06	103	126	0	152.842825734	232.314336197	12.1867456715	2.49936368570275	3.411694654255	3.45806891454153	0.983396787766063	0.0165930755786156	1.01366553213123e-05
ENST00000437685.2	CDC45	22	19	19467491	19506431	1797	8.9717322529e-06	1.99443586527e-05	1.62094191001e-06	96	189	7	103.728054043	222.806130989	25.1846141803	0.470407218726405	1.10776593647383	3.58943580348079	0.0691043589822534	0.930779647144889	0.000115993872857286
ENST00000401924.1	GGT2	22	12	21562426	21579843	1710	1.07745904923e-05	2.19458430422e-05	1.08451733977e-06	2	4	0	27.5781881499	59.8863063315	5.13137346751	3.01950929668129	3.5323042576265	2.2439154314813	0.804816509817502	0.19005173101808	0.00513175916441775
ENST00000305877.8	BCR	22	23	23523147	23657709	3816	2.92337683515e-05	5.55934321018e-05	2.88973959621e-06	244	408	2	299.213454157	561.189439716	37.7000070101	1.97881028972256	3.16293636397	5.7595332923236	0.999967224797783	3.27752021126173e-05	1.04772411112926e-13
ENST00000215939.2	CRYBB1	22	5	26995453	27012283	759	4.45360976847e-06	1.08107611306e-05	8.38309948322e-07	55	105	7	52.555803	124.5836683	11.59370819	-0.209014218163915	0.85818438102836	1.33641693562858	0.000388650496371835	0.844148805109281	0.155462544394347
ENST00000404072.3	PICK1	22	12	38453816	38471139	1248	8.18252721466e-06	1.65704247755e-05	1.01950023187e-06	84	96	3	89.5981318557	176.583864258	15.0950589142	0.366642642940782	2.96612327861653	3.08375781822571	0.555069205475041	0.444357085943587	0.000573708581371709
ENST00000380817.3	SBF1	22	41	50885570	50913269	5682	3.89613710787e-05	8.41896342434e-05	4.63603762464e-06	528	770	13	394.928864098	845.096908778	60.73966329	-4.15120078673618	1.26352902053392	6.06782233268386	0.690538813887376	0.30946118609264	1.99846807104168e-11
ENST00000216124.5	ARSA	22	8	51063572	51066207	1530	1.00326134257e-05	1.95693484145e-05	1.18487048674e-06	83	182	12	93.9986494922	182.794861718	13.9561557019	0.703279737558405	0.0287572217573365	0.518692767630158	8.51321818711031e-08	0.291195894702315	0.708804020165503
ENST00000543927.1	SCO2	22	1	50962039	50962840	801	4.21469235007e-06	1.00547424563e-05	4.84605971166e-07	62	142	6	48.17244	114.3413959	5.90978337	-1.23508173919775	-1.26515839668173	-0.0367612749376658	0.000101907145142781	0.356526143455592	0.643371949399265
ENST00000378588.4	CYBB	X	13	37639330	37670170	1713	5.9921703839e-06	1.52304076491e-05	1.7464724455e-06	61	75	0	49.0358095005	116.986749165	17.506627646	-1.05919544657765	1.89871583292638	4.14467965639692	0.99769789816162	0.00230202104146977	8.079691052442e-08
ENST00000377045.4	ARAF	X	15	47422366	47430856	1821	9.80076928289e-06	2.36968801269e-05	1.86496023017e-06	75	105	3	64.7209314353	150.538329678	15.8000767814	-0.792101516649191	1.81538954016353	3.18986702836621	0.618988518165058	0.380674899023438	0.000336582811504316
ENST00000495186.1	EBP	X	4	48382159	48386845	693	3.27630887922e-06	7.26529714221e-06	6.43823196368e-07	27	34	0	24.3732433378	53.1315076887	6.13738231365	-0.329847547774848	1.28377712695562	2.45403792745173	0.858629818405411	0.139180627245459	0.00218955434912991
ENST00000156084.4	OTUD5	X	9	48780450	48814832	1716	1.31309304943e-05	2.58618382777e-05	1.41987922102e-06	63	24	0	61.3888153895	128.995090667	11.2457772379	-0.127482007504499	4.52167031436011	3.32188416550061	0.97654856924968	0.0234277090053809	2.37217449387089e-05
ENST00000218224.4	PQBP1	X	6	48755792	48760361	798	4.41597672214e-06	1.08405108644e-05	8.43307741672e-07	33	38	1	28.7903554174	67.9153696883	6.75077570981	-0.48637457392899	1.77552533563998	2.19249842652273	0.59284411367679	0.397441487907889	0.00971439841532104
ENST00000374202.2	IL2RG	X	8	70327585	70331389	1110	4.22297146699e-06	1.01742339145e-05	1.02344976292e-06	40	47	0	31.4342365942	72.013830833	9.6245219621	-0.947139267139677	1.44174577139678	3.07311829202917	0.957764471265316	0.0421336347305671	0.000101894004117024
ENST00000373316.4	PGK1	X	11	77359837	77381327	1254	4.36609948838e-06	1.08945002152e-05	8.98290738141e-07	39	91	0	36.2797219117	85.037337474	10.6769136991	-0.279982649426284	-0.316265384184411	3.23677479700493	0.971138951857199	0.028821438527794	3.96096150065934e-05
ENST00000373004.3	SRPX2	X	10	99901319	99925984	1398	5.8396077732e-06	1.67540297846e-05	2.11532460349e-06	41	124	2	45.1320639419	123.149209582	18.7702884597	0.381305866284068	-0.0374997304681939	3.83437632780341	0.96252939282245	0.0374674949449474	3.11223260297274e-06
ENST00000371906.4	AGTR2	X	1	115303533	115304625	1092	3.65381329413e-06	9.58831870859e-06	4.57676108706e-07	32	77	3	28.8601	75.1311136	3.93999212	-0.362340048563657	-0.105460614990402	0.469100809901627	0.0125489579921142	0.651428928078237	0.336022113929648
ENST00000304661.5	C1GALT1C1	X	1	119760064	119761021	957	2.67335750335e-06	7.68267330934e-06	4.08772329704e-07	27	53	0	21.21554	60.2728964	3.55869187	-0.778547784365194	0.458208386544166	1.86867981246667	0.688732363511784	0.292866730662289	0.0184009058259273
ENST00000369682.3	PLXNA3	X	32	153688523	153701028	5616	3.80782034338e-05	7.9539289108e-05	4.43302268624e-06	394	536	7	286.357868864	587.792487675	43.0043261717	-3.94345647626147	1.04489172804941	5.43861520475418	0.983112793293949	0.0168872065590562	1.46994673261165e-10
ENST00000383070.1	SRY	Y	1	2655029	2655644	615	3.47719880938e-06	7.79370451004e-06	5.44531946859e-07	1	11	0	5.97951432366362	13.3563150232607	0.967660098168702	1.26241891430779	0.315360508033338	0.974431040255653	0.416019592282844	0.466213249505803	0.117767158211354
ENST00000338981.3	USP9Y	Y	44	14821380	14971341	7668	2.2989341918e-05	6.48236986482e-05	6.86281562916e-06	70	184	4	43.699339613	120.766496793	14.0841963258	-2.46648608800179	-2.81442972270215	2.66173575384641	0.140701437950318	0.855194700379278	0.00410386167040401
