gene	transcript	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags
MCCC1	ENST00000495767	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83	7.6194e+01	341	1.0893e+00	1.4686e-06	9.1100e-01	1.3070e+00	-7.7974e-01	-2.8466e-01	4	4.1642e+00	23	9.6058e-01	37	3.3030e+01	112	1.1202e+00	6.3949e-07	8.6100e-01	1.4740e+00	-6.9082e-01	-3.7671e-01	["no_exp_lof"]
MCCC1	ENST00000497830	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	5.7025e+01	250	1.2100e+00	8.7393e-07	9.9600e-01	1.4780e+00	-1.5858e+00	-5.7893e-01	1	6.5996e-01	4	1.5153e+00	33	2.6576e+01	84	1.2417e+00	5.3089e-07	9.4000e-01	1.6550e+00	-1.2460e+00	-6.7947e-01	["no_exp_lof"]
MCCC1	ENST00000497959	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	457	5.5708e+02	2753	8.2035e-01	5.0612e-06	7.5900e-01	8.8600e-01	4.2402e+00	1.5480e+00	173	2.2007e+02	1098	7.8610e-01	170	1.8179e+02	786	9.3512e-01	1.5878e-06	8.2500e-01	1.0620e+00	8.7472e-01	4.7700e-01	["no_exp_lof"]
MCCC1	ENST00000629669	false	44	6.2324e+01	320	7.0599e-01	7.9642e-07	5.4752e-11	1.3668e-02	9.8633e-01	36	5.3185e+01	278	6.7689e-01	6.8845e-07	1.0985e-08	1.1832e-02	9.8817e-01	5.1800e-01	8.9400e-01	2.3564e+00	1.9944e+00	457	5.5708e+02	2753	8.2035e-01	5.0612e-06	7.5900e-01	8.8600e-01	4.2402e+00	1.5480e+00	173	2.2007e+02	1098	7.8610e-01	170	1.8179e+02	786	9.3512e-01	1.5878e-06	8.2500e-01	1.0620e+00	8.7472e-01	4.7700e-01	[]
MCCC1	NM_001293273.2	false	44	6.9791e+01	374	6.3046e-01	7.4832e-07	2.3012e-09	1.5402e-03	9.9846e-01	39	6.5425e+01	347	5.9610e-01	6.8003e-07	1.2581e-07	9.3008e-04	9.9907e-01	4.6100e-01	7.7900e-01	3.2670e+00	2.7651e+00	635	7.4498e+02	3772	8.5237e-01	4.9214e-06	7.9800e-01	9.1000e-01	4.0294e+00	1.4710e+00	219	2.7467e+02	1379	7.9731e-01	236	2.6037e+02	1081	9.0639e-01	2.2560e-06	8.1400e-01	1.0100e+00	1.5105e+00	8.2368e-01	[]
MCCC1	NM_001363880.1	false	47	7.2182e+01	386	6.5113e-01	7.7007e-07	1.9115e-10	2.1655e-03	9.9783e-01	41	6.5207e+01	347	6.2877e-01	6.8531e-07	9.6902e-09	1.9875e-03	9.9801e-01	4.8900e-01	8.1600e-01	2.9977e+00	2.5372e+00	625	7.5493e+02	3827	8.2789e-01	5.5360e-06	7.7400e-01	8.8400e-01	4.7289e+00	1.7264e+00	243	3.1104e+02	1569	7.8124e-01	236	2.5691e+02	1093	9.1862e-01	2.2951e-06	8.2500e-01	1.0230e+00	1.3044e+00	7.1128e-01	[]
MCCC1	NM_020166.5	true	54	8.1737e+01	432	6.6065e-01	8.1836e-07	4.1936e-12	1.4934e-03	9.9851e-01	52	7.9954e+01	417	6.5037e-01	7.9664e-07	2.0965e-11	1.1989e-03	9.9880e-01	5.2000e-01	8.1900e-01	3.1263e+00	2.6460e+00	774	9.0001e+02	4494	8.5999e-01	6.3284e-06	8.1000e-01	9.1300e-01	4.2004e+00	1.5335e+00	291	3.6567e+02	1828	7.9581e-01	307	3.1481e+02	1302	9.7519e-01	2.5941e-06	8.8800e-01	1.0720e+00	4.4022e-01	2.4006e-01	[]
MCCC1	XM_011512992.2	false	50	7.7090e+01	416	6.4860e-01	8.1234e-07	5.5814e-11	1.4549e-03	9.9855e-01	48	7.4177e+01	395	6.4710e-01	7.7074e-07	1.5870e-10	1.6275e-03	9.9837e-01	5.1200e-01	8.2300e-01	3.0394e+00	2.5724e+00	716	8.5238e+02	4291	8.4000e-01	2.7771e-06	7.8900e-01	8.9400e-01	4.6713e+00	1.7054e+00	NA	NA	NA	NA	274	2.9090e+02	1230	9.4192e-01	2.3672e-06	8.5300e-01	1.0410e+00	9.9062e-01	5.4019e-01	[]
MED18	ENST00000373842	true	8	1.2552e+01	63	6.3734e-01	3.6157e-07	1.2257e-02	1.0039e-01	8.8735e-01	8	1.2552e+01	63	6.3734e-01	3.6157e-07	1.2872e-02	9.6096e-02	8.9103e-01	3.7300e-01	1.1500e+00	1.2849e+00	1.0875e+00	214	2.8993e+02	1373	7.3811e-01	2.0761e-06	6.5900e-01	8.2700e-01	4.4594e+00	1.6280e+00	65	8.8912e+01	394	7.3106e-01	87	9.6767e+01	390	8.9906e-01	7.7247e-07	7.5500e-01	1.0750e+00	9.9291e-01	5.4144e-01	[]
MED18	ENST00000398997	false	8	1.2552e+01	63	6.3734e-01	3.6612e-07	1.2257e-02	1.0039e-01	8.8735e-01	8	1.2159e+01	59	6.5794e-01	3.6049e-07	1.0481e-02	1.0685e-01	8.8267e-01	3.8500e-01	1.1870e+00	1.1928e+00	1.0095e+00	214	2.8993e+02	1373	7.3811e-01	2.0761e-06	6.5900e-01	8.2700e-01	4.4594e+00	1.6280e+00	65	8.8912e+01	394	7.3106e-01	87	9.6767e+01	390	8.9906e-01	7.7247e-07	7.5500e-01	1.0750e+00	9.9291e-01	5.4144e-01	[]
MED18	NM_001127350.2	false	8	1.2552e+01	63	6.3734e-01	3.6157e-07	1.2257e-02	1.0039e-01	8.8735e-01	8	1.2552e+01	63	6.3734e-01	3.6157e-07	1.2872e-02	9.6096e-02	8.9103e-01	3.7300e-01	1.1500e+00	1.2849e+00	1.0875e+00	214	2.8993e+02	1373	7.3811e-01	2.0761e-06	6.5900e-01	8.2700e-01	4.4594e+00	1.6280e+00	65	8.8912e+01	394	7.3106e-01	87	9.6767e+01	390	8.9906e-01	7.7247e-07	7.5500e-01	1.0750e+00	9.9291e-01	5.4144e-01	[]
MED18	NM_017638.3	true	8	1.2552e+01	63	6.3734e-01	3.6157e-07	1.2257e-02	1.0039e-01	8.8735e-01	8	1.2552e+01	63	6.3734e-01	3.6157e-07	1.2872e-02	9.6096e-02	8.9103e-01	3.7300e-01	1.1500e+00	1.2849e+00	1.0875e+00	214	2.8993e+02	1373	7.3811e-01	2.0761e-06	6.5900e-01	8.2700e-01	4.4594e+00	1.6280e+00	65	8.8912e+01	394	7.3106e-01	87	9.6767e+01	390	8.9906e-01	7.7247e-07	7.5500e-01	1.0750e+00	9.9291e-01	5.4144e-01	[]
MED18	XM_005245914.4	false	8	1.2552e+01	63	6.3734e-01	3.6157e-07	1.2257e-02	1.0039e-01	8.8735e-01	8	1.2552e+01	63	6.3734e-01	3.6157e-07	1.2872e-02	9.6096e-02	8.9103e-01	3.7300e-01	1.1500e+00	1.2849e+00	1.0875e+00	214	2.8993e+02	1373	7.3811e-01	2.0761e-06	6.5900e-01	8.2700e-01	4.4594e+00	1.6280e+00	65	8.8912e+01	394	7.3106e-01	87	9.6767e+01	390	8.9906e-01	7.7247e-07	7.5500e-01	1.0750e+00	9.9291e-01	5.4144e-01	[]
MED30	ENST00000297347	true	4	1.0798e+01	57	3.7045e-01	1.5217e-07	4.2652e-01	2.5785e-02	5.4769e-01	4	1.0798e+01	57	3.7045e-01	1.5217e-07	4.3804e-01	2.4137e-02	5.3782e-01	1.8100e-01	8.4800e-01	2.0687e+00	1.7509e+00	157	1.7746e+02	822	8.8473e-01	2.3906e-06	7.7600e-01	1.0100e+00	1.5356e+00	5.6059e-01	43	5.1040e+01	245	8.4247e-01	64	7.4822e+01	265	8.5537e-01	6.4364e-07	6.9800e-01	1.0530e+00	1.2511e+00	6.8223e-01	[]
MED30	ENST00000522839	false	4	9.7406e+00	49	4.1065e-01	1.4686e-07	3.0158e-01	4.2156e-02	6.5626e-01	4	9.7406e+00	49	4.1065e-01	1.4686e-07	3.1172e-01	3.9717e-02	6.4857e-01	2.0100e-01	9.4000e-01	1.8393e+00	1.5568e+00	130	1.4670e+02	679	8.8617e-01	1.8991e-06	7.6800e-01	1.0250e+00	1.3786e+00	5.0331e-01	38	4.7070e+01	226	8.0730e-01	59	6.4580e+01	220	9.1360e-01	6.1008e-07	7.4000e-01	1.1350e+00	6.9433e-01	3.7863e-01	[]
MED30	NM_001282986.2	false	4	9.7406e+00	49	4.1065e-01	1.4686e-07	3.0158e-01	4.2156e-02	6.5626e-01	4	9.7406e+00	49	4.1065e-01	1.4686e-07	3.1172e-01	3.9717e-02	6.4857e-01	2.0100e-01	9.4000e-01	1.8393e+00	1.5568e+00	130	1.4670e+02	679	8.8617e-01	1.8991e-06	7.6800e-01	1.0250e+00	1.3786e+00	5.0331e-01	38	4.7070e+01	226	8.0730e-01	59	6.4580e+01	220	9.1360e-01	6.1008e-07	7.4000e-01	1.1350e+00	6.9433e-01	3.7863e-01	[]
MED30	NM_001363182.2	false	4	1.0798e+01	57	3.7045e-01	1.5217e-07	4.2652e-01	2.5785e-02	5.4769e-01	4	1.0798e+01	57	3.7045e-01	1.5217e-07	4.3804e-01	2.4137e-02	5.3782e-01	1.8100e-01	8.4800e-01	2.0687e+00	1.7509e+00	157	1.7746e+02	822	8.8473e-01	1.1965e-06	7.7600e-01	1.0100e+00	1.5356e+00	5.6059e-01	NA	NA	NA	NA	64	7.4822e+01	265	8.5537e-01	6.4364e-07	6.9800e-01	1.0530e+00	1.2511e+00	6.8223e-01	[]
MED30	NM_080651.4	true	4	1.0798e+01	57	3.7045e-01	1.5217e-07	4.2652e-01	2.5785e-02	5.4769e-01	4	1.0798e+01	57	3.7045e-01	1.5217e-07	4.3804e-01	2.4137e-02	5.3782e-01	1.8100e-01	8.4800e-01	2.0687e+00	1.7509e+00	157	1.7746e+02	822	8.8473e-01	2.3906e-06	7.7600e-01	1.0100e+00	1.5356e+00	5.6059e-01	43	5.1040e+01	245	8.4247e-01	64	7.4822e+01	265	8.5537e-01	6.4364e-07	6.9800e-01	1.0530e+00	1.2511e+00	6.8223e-01	[]
MEGF8	ENST00000251268	true	151	2.4821e+02	1078	6.0837e-01	2.4286e-06	1.0332e-27	3.8516e-10	1.0000e+00	151	2.4821e+02	1078	6.0837e-01	2.4286e-06	1.0806e-27	3.6717e-10	1.0000e+00	5.3200e-01	6.9600e-01	6.1700e+00	5.2221e+00	3320	3.6787e+03	16131	9.0250e-01	1.2074e-05	8.7600e-01	9.2900e-01	5.9134e+00	2.1588e+00	990	1.2276e+03	5486	8.0643e-01	1605	1.5422e+03	5461	1.0407e+00	4.3849e-06	9.9800e-01	1.0840e+00	-1.5984e+00	-8.7161e-01	[]
MEGF8	ENST00000334370	false	150	2.4310e+02	1054	6.1704e-01	2.4052e-06	2.7537e-28	1.2210e-09	1.0000e+00	150	2.4310e+02	1054	6.1704e-01	2.4052e-06	2.8800e-28	1.1640e-09	1.0000e+00	5.3900e-01	7.0700e-01	5.9710e+00	5.0537e+00	3233	3.5750e+03	15719	9.0434e-01	1.1749e-05	8.7800e-01	9.3100e-01	5.7195e+00	2.0880e+00	1260	1.5691e+03	7032	8.0299e-01	1568	1.5026e+03	5308	1.0435e+00	4.1405e-06	1.0000e+00	1.0880e+00	-1.6881e+00	-9.2053e-01	[]
MEGF8	ENST00000378073	false	69	9.8676e+01	463	6.9926e-01	8.0585e-07	1.9984e-16	1.9019e-03	9.9810e-01	8	1.5258e+01	69	5.2431e-01	2.1945e-07	5.0475e-02	4.4072e-02	9.0545e-01	3.0700e-01	9.4600e-01	1.8581e+00	1.5727e+00	512	5.4112e+02	2301	9.4618e-01	2.4197e-06	8.7900e-01	1.0180e+00	1.2520e+00	4.5708e-01	158	2.0419e+02	895	7.7380e-01	271	2.4704e+02	862	1.0970e+00	7.9983e-07	9.9300e-01	1.2130e+00	-1.5246e+00	-8.3136e-01	[]
MEGF8	ENST00000593647	false	10	1.3762e+01	69	7.2666e-01	2.0592e-07	1.8699e-03	1.3697e-01	8.6116e-01	10	1.3762e+01	69	7.2666e-01	2.0592e-07	1.9681e-03	1.3140e-01	8.6663e-01	4.4700e-01	1.2320e+00	1.0140e+00	8.5822e-01	184	2.1116e+02	935	8.7136e-01	3.3199e-06	7.7200e-01	9.8500e-01	1.8693e+00	6.8245e-01	45	6.1836e+01	275	7.2773e-01	55	7.4990e+01	266	7.3343e-01	1.3546e-06	5.9000e-01	9.1800e-01	2.3084e+00	1.2588e+00	[]
MEGF8	ENST00000598762	false	4	7.5322e+00	32	5.3106e-01	2.1456e-07	1.1968e-01	9.6392e-02	7.8393e-01	4	6.9050e+00	29	5.7929e-01	2.0546e-07	9.2839e-02	1.1207e-01	7.9509e-01	2.8400e-01	1.3170e+00	1.1055e+00	9.3568e-01	78	7.7223e+01	315	1.0101e+00	1.7917e-06	8.4000e-01	1.2190e+00	-8.8456e-02	-3.2293e-02	31	3.5356e+01	146	8.7678e-01	24	3.0037e+01	113	7.9902e-01	6.2454e-07	5.7800e-01	1.1240e+00	1.1015e+00	6.0067e-01	[]
MEGF8	NM_001271938.2	true	151	2.4821e+02	1078	6.0837e-01	2.4286e-06	1.0332e-27	3.8516e-10	1.0000e+00	151	2.4821e+02	1078	6.0837e-01	2.4286e-06	1.0806e-27	3.6717e-10	1.0000e+00	5.3200e-01	6.9600e-01	6.1700e+00	5.2221e+00	3320	3.6787e+03	16131	9.0250e-01	1.2074e-05	8.7600e-01	9.2900e-01	5.9134e+00	2.1588e+00	990	1.2276e+03	5486	8.0643e-01	1605	1.5422e+03	5461	1.0407e+00	4.3849e-06	9.9800e-01	1.0840e+00	-1.5984e+00	-8.7161e-01	[]
MEGF8	NM_001410.3	false	150	2.4310e+02	1054	6.1704e-01	2.4052e-06	2.7537e-28	1.2210e-09	1.0000e+00	150	2.4310e+02	1054	6.1704e-01	2.4052e-06	2.8800e-28	1.1640e-09	1.0000e+00	5.3900e-01	7.0700e-01	5.9710e+00	5.0537e+00	3233	3.5750e+03	15719	9.0434e-01	1.1749e-05	8.7800e-01	9.3100e-01	5.7195e+00	2.0880e+00	1260	1.5691e+03	7032	8.0299e-01	1568	1.5026e+03	5308	1.0435e+00	4.1405e-06	1.0000e+00	1.0880e+00	-1.6881e+00	-9.2053e-01	[]
MKRN3	ENST00000314520	true	20	3.7246e+01	199	5.3697e-01	3.2004e-07	1.2445e-03	5.1541e-03	9.9360e-01	1	2.3260e+00	13	4.2993e-01	3.0741e-08	2.8367e-01	1.1468e-01	6.0165e-01	1.4700e-01	1.6650e+00	8.6943e-01	7.3586e-01	749	6.9671e+02	3285	1.0751e+00	4.1828e-06	1.0120e+00	1.1420e+00	-1.9810e+00	-7.2322e-01	123	1.4210e+02	709	8.6560e-01	301	2.6322e+02	1019	1.1435e+00	1.8679e-06	1.0400e+00	1.2580e+00	-2.3286e+00	-1.2698e+00	[]
MKRN3	ENST00000564592	false	7	1.6019e+01	79	4.3699e-01	1.9513e-07	2.0525e-01	2.2266e-02	7.7249e-01	7	1.6019e+01	79	4.3699e-01	1.9513e-07	2.1288e-01	2.1050e-02	7.6607e-01	2.4800e-01	8.2100e-01	2.2534e+00	1.9072e+00	224	2.1389e+02	1022	1.0473e+00	2.2989e-06	9.3800e-01	1.1700e+00	-6.9116e-01	-2.5232e-01	51	5.9735e+01	309	8.5377e-01	89	8.0970e+01	329	1.0992e+00	1.0903e-06	9.2500e-01	1.3110e+00	-8.9239e-01	-4.8663e-01	[]
MKRN3	ENST00000568252	false	5	7.0832e+00	36	7.0589e-01	7.8545e-08	2.8981e-02	1.6098e-01	8.1003e-01	5	7.0832e+00	36	7.0589e-01	7.8545e-08	3.0499e-02	1.5442e-01	8.1508e-01	3.6700e-01	1.4620e+00	7.8274e-01	6.6249e-01	156	1.3877e+02	620	1.1241e+00	1.2478e-06	9.8600e-01	1.2840e+00	-1.4624e+00	-5.3388e-01	24	2.4000e+01	103	9.9998e-01	63	5.7101e+01	238	1.1033e+00	8.0493e-07	9.0000e-01	1.3610e+00	-7.8070e-01	-4.2572e-01	[]
MKRN3	ENST00000568945	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137	1.3478e+02	644	1.0165e+00	1.8831e-06	8.8400e-01	1.1710e+00	-1.9130e-01	-6.9839e-02	58	5.3812e+01	257	1.0778e+00	45	4.3676e+01	162	1.0303e+00	6.1524e-07	8.1000e-01	1.3210e+00	-2.0036e-01	-1.0926e-01	["no_exp_lof"]
MKRN3	ENST00000647595	false	2	2.1799e+00	11	9.1746e-01	3.6025e-08	8.6632e-02	2.0841e-01	7.0496e-01	1	1.4441e+00	6	6.9245e-01	2.6511e-08	1.9582e-01	1.5930e-01	6.4488e-01	2.1400e-01	1.8430e+00	3.6959e-01	3.1281e-01	20	1.9998e+01	92	1.0001e+00	4.2427e-07	7.0300e-01	1.4520e+00	-4.4230e-04	-1.6147e-04	3	4.7431e+00	21	6.3249e-01	5	8.8493e+00	34	5.6502e-01	2.8616e-07	2.9400e-01	1.1870e+00	1.2940e+00	7.0562e-01	[]
MKRN3	ENST00000649065	false	7	1.6019e+01	79	4.3699e-01	1.9513e-07	2.0525e-01	2.2266e-02	7.7249e-01	7	1.6019e+01	79	4.3699e-01	1.9513e-07	2.1288e-01	2.1050e-02	7.6607e-01	2.4800e-01	8.2100e-01	2.2534e+00	1.9072e+00	224	2.1389e+02	1022	1.0473e+00	2.3063e-06	9.3800e-01	1.1700e+00	-6.9116e-01	-2.5232e-01	51	5.8026e+01	298	8.7891e-01	89	8.0970e+01	329	1.0992e+00	1.0903e-06	9.2500e-01	1.3110e+00	-8.9239e-01	-4.8663e-01	[]
MKRN3	ENST00000676568	false	18	2.1213e+01	110	8.4854e-01	1.9250e-07	3.7919e-06	2.2373e-01	7.7627e-01	18	2.1213e+01	110	8.4854e-01	1.9250e-07	4.0077e-06	2.1553e-01	7.8446e-01	5.8600e-01	1.2580e+00	6.9758e-01	5.9041e-01	506	4.3797e+02	1966	1.1553e+00	4.1590e-06	1.0730e+00	1.2430e+00	-3.2510e+00	-1.1868e+00	98	9.9591e+01	471	9.8403e-01	207	1.6930e+02	662	1.2226e+00	1.5650e-06	1.0910e+00	1.3720e+00	-2.8970e+00	-1.5798e+00	[]
MKRN3	ENST00000677119	false	4	6.9967e+00	35	5.7170e-01	7.8545e-08	9.2697e-02	1.1415e-01	7.9315e-01	4	6.9967e+00	35	5.7170e-01	7.8545e-08	9.7053e-02	1.0894e-01	7.9401e-01	2.8000e-01	1.3000e+00	1.1329e+00	9.5887e-01	157	1.3886e+02	621	1.1306e+00	1.6010e-06	9.9200e-01	1.2910e+00	-1.5395e+00	-5.6202e-01	42	4.3673e+01	199	9.6170e-01	63	5.7101e+01	238	1.1033e+00	8.0493e-07	9.0000e-01	1.3610e+00	-7.8070e-01	-4.2572e-01	[]
MKRN3	ENST00000677372	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135	1.3233e+02	629	1.0202e+00	1.8216e-06	8.8600e-01	1.1770e+00	-2.3245e-01	-8.4862e-02	28	2.6635e+01	134	1.0513e+00	43	4.2981e+01	160	1.0004e+00	6.1524e-07	7.8300e-01	1.2900e+00	-2.9314e-03	-1.5985e-03	["no_exp_lof"]
MKRN3	ENST00000678440	false	20	2.3750e+01	123	8.4211e-01	2.2016e-07	1.1687e-06	2.1524e-01	7.8476e-01	20	2.3750e+01	123	8.4211e-01	2.2016e-07	1.2347e-06	2.0727e-01	7.9273e-01	5.9200e-01	1.2240e+00	7.6945e-01	6.5124e-01	522	4.5250e+02	2037	1.1536e+00	4.6657e-06	1.0730e+00	1.2400e+00	-3.2670e+00	-1.1927e+00	98	1.0401e+02	492	9.4224e-01	210	1.7458e+02	680	1.2029e+00	1.5823e-06	1.0740e+00	1.3490e+00	-2.6804e+00	-1.4617e+00	[]
MKRN3	ENST00000679144	false	4	6.9967e+00	35	5.7170e-01	7.8545e-08	9.2697e-02	1.1415e-01	7.9315e-01	4	6.9967e+00	35	5.7170e-01	7.8545e-08	9.7053e-02	1.0894e-01	7.9401e-01	2.8000e-01	1.3000e+00	1.1329e+00	9.5887e-01	157	1.3886e+02	621	1.1306e+00	1.1645e-06	9.9200e-01	1.2910e+00	-1.5395e+00	-5.6202e-01	7	9.9626e+00	44	7.0263e-01	63	5.7101e+01	238	1.1033e+00	8.0493e-07	9.0000e-01	1.3610e+00	-7.8070e-01	-4.2572e-01	[]
MKRN3	NM_005664.4	true	20	3.7246e+01	199	5.3697e-01	3.2004e-07	1.2445e-03	5.1541e-03	9.9360e-01	1	2.3260e+00	13	4.2993e-01	3.0741e-08	2.8367e-01	1.1468e-01	6.0165e-01	1.4700e-01	1.6650e+00	8.6943e-01	7.3586e-01	749	6.9671e+02	3285	1.0751e+00	4.1828e-06	1.0120e+00	1.1420e+00	-1.9810e+00	-7.2322e-01	123	1.4210e+02	709	8.6560e-01	301	2.6322e+02	1019	1.1435e+00	1.8679e-06	1.0400e+00	1.2580e+00	-2.3286e+00	-1.2698e+00	[]
MLYCD	ENST00000262430	true	33	3.7833e+01	181	8.7225e-01	4.8525e-07	1.4161e-10	2.8733e-01	7.1267e-01	33	3.7833e+01	181	8.7225e-01	4.8525e-07	1.5012e-10	2.7764e-01	7.2236e-01	6.6000e-01	1.1660e+00	7.8580e-01	6.6508e-01	839	5.7298e+02	2661	1.4643e+00	5.1014e-06	1.3830e+00	1.5500e+00	-1.1113e+01	-4.0571e+00	292	2.1871e+02	1033	1.3351e+00	360	2.5460e+02	857	1.4140e+00	2.0599e-06	1.2960e+00	1.5430e+00	-6.6054e+00	-3.6020e+00	["outlier_mis"]
MLYCD	ENST00000561562	false	20	1.8448e+01	88	1.0841e+00	3.5204e-07	4.5892e-08	5.6585e-01	4.3415e-01	17	1.7474e+01	81	9.7289e-01	3.3612e-07	1.7042e-06	3.6802e-01	6.3198e-01	6.6500e-01	1.4580e+00	1.1332e-01	9.5907e-02	277	2.0818e+02	999	1.3306e+00	3.6962e-06	1.2050e+00	1.4700e+00	-4.7696e+00	-1.7413e+00	68	6.1857e+01	317	1.0993e+00	112	7.8025e+01	309	1.4354e+00	1.4455e-06	1.2310e+00	1.6790e+00	-3.8463e+00	-2.0974e+00	[]
MLYCD	ENST00000563312	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132	1.1024e+02	553	1.1974e+00	1.8939e-06	1.0390e+00	1.3840e+00	-2.0728e+00	-7.5671e-01	43	3.6297e+01	185	1.1847e+00	61	4.4900e+01	174	1.3586e+00	7.0513e-07	1.1050e+00	1.6800e+00	-2.4028e+00	-1.3103e+00	["no_exp_lof"]
MLYCD	ENST00000566309	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132	1.1024e+02	553	1.1974e+00	1.9443e-06	1.0390e+00	1.3840e+00	-2.0728e+00	-7.5671e-01	47	4.0316e+01	210	1.1658e+00	61	4.4900e+01	174	1.3586e+00	7.0513e-07	1.1050e+00	1.6800e+00	-2.4028e+00	-1.3103e+00	["no_exp_lof"]
MLYCD	NM_012213.3	true	33	3.7833e+01	181	8.7225e-01	4.8525e-07	1.4161e-10	2.8733e-01	7.1267e-01	33	3.7833e+01	181	8.7225e-01	4.8525e-07	1.5012e-10	2.7764e-01	7.2236e-01	6.6000e-01	1.1660e+00	7.8580e-01	6.6508e-01	839	5.7298e+02	2661	1.4643e+00	5.1014e-06	1.3830e+00	1.5500e+00	-1.1113e+01	-4.0571e+00	292	2.1871e+02	1033	1.3351e+00	360	2.5460e+02	857	1.4140e+00	2.0599e-06	1.2960e+00	1.5430e+00	-6.6054e+00	-3.6020e+00	["outlier_mis"]
MPC1	ENST00000341756	false	5	1.1049e+01	56	4.5254e-01	1.8075e-07	1.9597e-01	4.6894e-02	7.5714e-01	3	8.3886e+00	44	3.5763e-01	1.3255e-07	4.3960e-01	3.3874e-02	5.2652e-01	1.6200e-01	9.2400e-01	1.8605e+00	1.5747e+00	65	8.5256e+01	415	7.6241e-01	1.6768e-06	6.2300e-01	9.3700e-01	2.1938e+00	8.0090e-01	19	3.1748e+01	164	5.9846e-01	27	3.0211e+01	123	8.9372e-01	5.2031e-07	6.5800e-01	1.2320e+00	5.8415e-01	3.1854e-01	[]
MPC1	ENST00000360961	true	7	1.4290e+01	68	4.8985e-01	2.0933e-07	9.6667e-02	4.1306e-02	8.6203e-01	7	1.4290e+01	68	4.8985e-01	2.0933e-07	1.0085e-01	3.9278e-02	8.5987e-01	2.7800e-01	9.2000e-01	1.9285e+00	1.6322e+00	114	1.4055e+02	670	8.1107e-01	2.1302e-06	6.9600e-01	9.4800e-01	2.2399e+00	8.1771e-01	25	4.6749e+01	244	5.3477e-01	47	4.9515e+01	195	9.4920e-01	7.4436e-07	7.5000e-01	1.2100e+00	3.5748e-01	1.9494e-01	[]
MPC1	ENST00000621630	false	7	1.4290e+01	68	4.8985e-01	2.0933e-07	9.6667e-02	4.1306e-02	8.6203e-01	7	1.4290e+01	68	4.8985e-01	2.0933e-07	1.0085e-01	3.9278e-02	8.5987e-01	2.7800e-01	9.2000e-01	1.9285e+00	1.6322e+00	114	1.4046e+02	669	8.1160e-01	2.0689e-06	6.9600e-01	9.4800e-01	2.2328e+00	8.1515e-01	32	5.4240e+01	268	5.8997e-01	47	4.9515e+01	195	9.4920e-01	7.4436e-07	7.5000e-01	1.2100e+00	3.5748e-01	1.9494e-01	[]
MPC1	ENST00000621685	false	6	1.2153e+01	62	4.9369e-01	2.0008e-07	1.1019e-01	5.3053e-02	8.3676e-01	3	8.3886e+00	44	3.5763e-01	1.3255e-07	4.3960e-01	3.3874e-02	5.2652e-01	1.6200e-01	9.2400e-01	1.8605e+00	1.5747e+00	65	8.5256e+01	415	7.6241e-01	1.6768e-06	6.2300e-01	9.3700e-01	2.1938e+00	8.0090e-01	19	3.1748e+01	164	5.9846e-01	27	3.0211e+01	123	8.9372e-01	5.2031e-07	6.5800e-01	1.2320e+00	5.8415e-01	3.1854e-01	[]
MPC1	NM_001270879.2	false	6	1.2153e+01	62	4.9369e-01	2.0008e-07	1.1019e-01	5.3053e-02	8.3676e-01	3	8.3886e+00	44	3.5763e-01	1.3255e-07	4.3960e-01	3.3874e-02	5.2652e-01	1.6200e-01	9.2400e-01	1.8605e+00	1.5747e+00	65	8.5256e+01	415	7.6241e-01	1.6768e-06	6.2300e-01	9.3700e-01	2.1938e+00	8.0090e-01	19	3.1748e+01	164	5.9846e-01	27	3.0211e+01	123	8.9372e-01	5.2031e-07	6.5800e-01	1.2320e+00	5.8415e-01	3.1854e-01	[]
